child_id,fname,lname,age,family_size,num_of_siblings,parents_working_hours,household_income,access_to_technology,number_of_devices,environment_type,school_type
3962,Jennifer,Reeves,6,2,0,37.60,9181.25,0,4,Urban,Public
3963,Janice,House,16,3,1,,42206.5,0,0,Suburban,International
3965,Stefanie,Franco,12,4,1,48.80,,1,,  Suburban  ,Public
3966,Roger,Sawyer,12,3,1,40.50,42502.07,1,3,urban,Private
3967,Bryan,Herrera,16,8,6,56.00,"88612,27",1,2,URBAN,Private
3968,Jason,Khan,5,2,0,,,,,Suburban,Private
3969,Eddie,Obrien,15,4,2,50.70,18245.88,1,,Suburb,PUBLIC
3970,Jasmine,Sampson,9,5,3,42.50,,1,1,Rural,Public
3971,Chris,Trevino,14,6,4,55.20,,1,1,Urban,Public
3972,Angel,Watkins,11,7,5,25.30,24274.17,1,3,Sub-urban,Public
3973,Phillip,Clements,6,9,7,56.50,13780.95,,,countryside,Governmental
3974,ROGER,Flores,9,4,2,50.00,33694.16,1,1,Urban,Public
3975,Walter,Cobb,14,4,2,65.50,,,,Rural,Public
3976,Erik,Mercado,10,2,0,,23839.57,0,0,urban,PUBLIC
3977,Glenn,Roach,8,4,2,33.40,29765.92,0,0,Suburban,Private
3978,,Castillo,8,6,4,53.40,,1,1,Urban,Governmental
3979,CATHERINE,Callahan,13,8,6,47.70,13254.04,,,Rural,PUB
3980,Sheryl,Collins,17,5,3,20.40,,0,0,RUR,Public
3981,Lindsay,Roy,3,2,0,42.20,31264.46,1,4,Urban,PUBLIC
3982,MELVIN,,18,5,3,36.90,35628.62,1,1,SUB,Public
3983,William,Cannon,99,4,2,38.90,40977.37,1,1,Urban,Private
3984,,  Foley   ,13,5,3,39.10,,,,  Urban  ,Private
3985,Antonio,Campos,9,3,1,36.10,,1,5,Suburban,Private
3986,Brian,Bradford,10,5,3,54.10,26436.85,0,0,null,PUB
3987,Terrance,Dillon,11,6,4,33.00,24774.9,0,0,urban,Public
3988,Shelby,Goodman,7,5,3,31.30,18088.88,1,1,City,PRIVATE
3989,Dan,Osborne,8,6,3,34.80,88791.12,1,3,Urban,Private
3990,Earl,Dickerson,15,2,0,53.20,108871.63,1,4,urban,NULL
3991,Hailey,Ramirez,5,2,0,35.50,,1,6,Urban,International
3992,Anita,Harper,12,5,2,49.40,31785.92,1,5,Urban,Public
3993,Teresa,Glass,9,11,9,53.10,20728 EGP,1,1,Rural,PVT
3994,Pamela,holder,7,8,6,41.70,67512.63,1,1,URBAN,Priv
3995,Paula,Carter,18,5,3,55.00,15026.75,,,countryside,Public
3996,Brooke,Bradford,7,5,2,41.40,40043.29,1,3,Urban,Public
3997,Randy,Chavez,6,7,5,55.40,28997.66,1,3,Suburban, Homeschool 
3998,Janice,Richmond,10,4,1,57.70,85418.87,1,3,Urban,Private
3999,,Andrade,8,3,1,40.10,65511.45,1,5,Urban,  private   
4000,  Angela   ,Patel,11,7,5,42.80,23720.99,0,0,Suburban,Private
4001,Benjamin,Alvarado,11,5,3,49.90,68787.54,1,4,Urban,Private
4002,Gavin,Hogan,11,4,2,33.10,29669.85,1,5,URBAN,Public
4003,Russell,Mills,10,6,4,29.00,22022.55,1,1,Urban,unknown
4004,Connie,Gordon,8,3,1,34.80,21874.24,0,4,Suburban,Gov
4005,Calvin,Wise,13,5,3,,32243.64,1,2, city ,International
4006,Jonathon,Bates,10,6,4,13.30,19306.99,1,3, Urban ,null
4007,Dennis,Gallegos,9,4,2,65.10,"22366,28",1,6,Urban,Public
4008,Michele,Lindsey,16,3,1,32.40,,1,4,Sub-urban,PUB
4009,Cheyenne,Wu,10,6,4,51.60,,0,0,RUR,Public
4010,Cristina,Valdez,14,6,4,50.00,33826.53,1,5,City,Home School
4012,Trevor,Hughes,15,2,0,53.90,42307.41,1,4,SUB,Public
4013,Tricia,Bray,13,4,2,31.70,21729.19,1,1,RURAL,PUBLIC
4014,Martha,Navarro,10,6,4,59.50,12821.76,0,3,Urban,public
4015,Melinda,Palmer,10,6,4,32.20,15937.79,,,Suburban,Public
4016,Marcus,,10,7,5,33.10,22957.65,1,3,suburban, Public 
4017,Calvin,Reyes,3,5,3,59.00,50491.4,1,3,City,  Homeschool  
4018,Xavier,Strickland,13,4,2,39.70,18839.86,1,2,SUBURBAN,Public
4019,Tamara,Kennedy,11,3,1,56.00,13083.86,1,,SUB,Homeschool
4020,Shane,Bray,13,2,0,37.50,"65,943.82",1,6,Urban,Private
4021,Robin,Dalton,10,5,3,63.60,19846.58,1,1,URB,  Public  
4022,Janet,Durham,13,7,5,,,,,city, Public 
4023,Debbie,Harrington,6,9,7,49.40,33692.63,1,4,Urban,Private
4024,Manuel,Hayes,6,3,1,34.20,24895.91,1,2,SUB,  Public  
4025,Hector,,3,4,2,40.00,19436.94,1,4,Suburban,Public
4026,Ronald,Wells,10,4,2,56.20,25596.28,1,3,SUB, Priv 
4027,Tasha,Liu,8,2,0,30.60,15378.61,0,0,SUB,Governmental
4028,Rachel,Bird,7,3,1,,22440.68,0,0, Urban ,PUBLIC
4029,Stacy,Singh,12,2,0,51.00,29147.63,1,2,City,private
4030,Jorge,Unknown,9,7,5,15.30,,0,0,SUBURBAN,  Homeschool  
4031,Rita,Ball,5,6,4,,50276.15,1,,urban, Private 
4032,Joy,Harper,18,5,3,40.10,13973.29,0,0,Urban,public
4033,Madison,Spears,10,4,2,41.30,,,,Sub-urban, public 
4034,Arthur,Preston,7,6,4,34.10,44359.6,1,4,  Suburban  ,Private
4035,Taylor,Park,8,4,1,37.80,40664.93,0,0,urban,Public
4036,Melvin,farrell,10,4,2,,26850.18,1,2,NA,Private
4037,Kaylee,Mays,10,5,3,54.60,,0,0,Urban,Governmental
4038,Ethan,Mercado,15,2,0,20.90,18340.66,1,2, Suburban ,Public
4039,Ryan,Russo,10,4,2,22.30,22722.56,0,0,SUBURBAN,NULL
4040,Brandy,Keller,17,2,0,,23648.75,1,1,Suburban,Public
4041,Erin,,9,4,2,39.90,55702.5,1,3,city,Private
4042,Todd,Chapman,12,2,0,,,1,2,Suburban,Private
4043,Kristen,Dodson,14,10,8,42.10,41696 EGP,1,3,URBAN, Governmental 
4044,Tim,Adams,15,5,3,53.00,19074.06,1,4,Suburban,Gov
4045,Melvin,Robinson,15,2,0,,33454.02,1,4,RURAL,Private
4046,Sabrina,Reese,10,4,2,34.50,21498.46,1,3,Urban,  Homeschool  
4047,Hector,Parks,99,7,4,41.70,6044.89,1,4,suburban, Public 
4048,Gabriella,Landry,3,4,2,56.60,,,,Urban,Public
4049,Monique,Lawrence,10,3,1,43.70,,0,0,SUB,home-school
4050,Stanley,Ingram,14,3,1,,20720.81,0,0,Suburban,Private
4051,Phyllis,Harris,14,6,4,43.10,26955.54,1,5,Unknown,Public
4052,Dominique,Schneider,10,2,0,51.60,,0,0, Suburban , PUBLIC 
4053,Anna,Sampson,17,8,6,14.80,,1,3,RUR,Homeschool
4054,Victoria,Shaffer,9,3,1,37.90,11678.49,1,4,SUBURBAN,Public
4055,Lacey,Velez,8,4,2,36.00,15996.87,0,0,rural,  Home School  
4056,Javier,Sweeney,9,2,0,,"$18,594",1,5,Urban,Public
4057,Annette,Townsend,6,2,0,46.80,29895.6,1,1,Village,PUB
4058,Gary,Alvarado,13,3,1,49.80,32641.07,1,1,URBAN,Gov
4059,Colin,Morton,12,5,3,,"71871,35",1,2,Urban,Priv
4061,Jeff,Colon,9,5,3,55.50,96703.17,1,4,Urban,private 
4063,Rodney,Hogan,3,4,2,28.90,22233.25,1,,City,HOMESCHOOL
4064,Evelyn,Fitzgerald,12,2,0,44.70,,1,4,Sub-urban,  Private  
4065,Brooke,Nicholson,11,3,1,34.80,10876 EGP,0,0,URB,  Gov  
4066,Teresa,Schmitt,7,6,4,44.80,21939.12,1,1,Urban,PRIVATE
4067,MIA,Schmidt,10,9,6,44.40,,,,RUR,Homeschool
4068,Vanessa,Krause,10,6,4,53.30,9310.97,0,0,Suburban,Public
4069,Vanessa,Hoffman,17,2,0,28.00,9538.34,1,3,-,PUBLIC
4070,Connor,Daugherty,7,2,0,43.60,35926.0,1,,Suburban,public
4071,Maria,Drake,12,5,3,,8258.69,,,countryside,Public
4072,Terri,Carney,7,2,0,,"25,845.03",1,1,city,Private
4073,  Martha   ,Christensen,8,8,6,50.20,48559.92,1,3,Urban,n/a
4074,Xavier,White,11,6,4,49.70,22133.33,1,, rural ,  PUB  
4075,Gene,Unknown,10,3,1,74.00,37333.86,0,0,Urban,Private
4076,Kaitlyn,Tran,10,2,0,44.10,57965 EGP,1,3,urban,  PRIVATE  
4077,Katrina,Little,12,6,4,38.80,,1,2,Urban,International
4078,Rodney,Berg,9,2,0,37.70,14936.24,1,1,Urban,Public
4079,Jane,Phillips,14,4,2,39.00,,1,6,RUR,PUBLIC
4080,Collin,Bradley,9,5,3,27.50,,,,Rural,Gov
4081,KAYLA,Phillips,10,2,0,46.80,approx 23.6k,1,4,Suburban,Priv
4082,Raymond,Peck,12,4,2,,,1,2,  SUB  ,Gov
4083,Robert,Robertson,11,4,1,43.40,12802.92,1,,rural,PUB
4084,Olivia,Burgess,13,2,0,42.40,,0,0,Suburban,Gov
4085,Ana,Forbes,12,5,3,49.80,56198.18,1,1,Suburban,Private
4086,Denise,Simmons,12,6,4,,9086.85,0,0,Rural,PUB
4087,Hailey,Vasquez,9,2,0,52.20,,0,,urban,Gov
4088,Maria,West,7,2,0,43.50,29633.03,1,1,URB,Public
4089,Charlotte,Navarro,5,2,0,38.80,12820.22,0,,suburban,Governmental
4090,Caleb,Gutierrez,4,4,2,45.40,23700.06,1,2,Suburban,Public
4091,Tammie,Miranda,17,6,4,41.10,"$42,762",1,4,URBAN,Private
4092,Christie,Hess,3,5,3,55.40,28144.34,1,4,  Urban  ,PUBLIC
4093,Stacey,Frank,15,3,1,26.10,20187.43,1,3,  suburban  ,Public
4094,Joy,Harmon,8,2,0,46.40,23479.7,0,0,SUBURBAN,Public
4095,Jeffery,Keller,15,8,6,39.30,,1,2,Rural, Public 
4096,Tom,Todd,3,5,3,42.90,,1,2,Rural, PUBLIC 
4097,Shane,Hill,10,2,0,,38202.84,1,,Suburban,Private
4098,Lance,Atkinson,16,5,3,63.10,14729 EGP,1,1,Suburban,Governmental
4099,Gary,Singh,13,4,1,,35636.97,1,4,Suburb,Private
4100,Chase,Frederick,9,2,0,35.10,,0,,Urban,Public
4101,Tyler,Berger,4,4,2,47.00,"$40,070",1,1, Urban ,  Public  
4102,Gene,Salas,6,10,8,44.10,28112.53,1,2,Urban,public
4104,Dylan,Church,9,4,2,43.20,29068.75,1,1,rural,Public
4105,FELICIA,Mcintosh,10,2,0,53.30,18928.01,1,1,Urban,Public
4106,Albert,Everett,12,6,4,9.50,16919.5,0,0,Rural,Public
4107,Michelle,Newton,6,6,4,35.90,30236.81,1,3,  Suburban  ,Public
4108,Miguel,Dickerson,12,2,0,42.70,25223.81,0,6,  Urban  ,Public
4109,Kirk,Murillo,9,4,2,29.60,44100.84,1,8,Urban,  Priv  
4110,Carrie,Mcgee,12,3,1,,20566.15,1,4,RURAL, Private 
4111,Jeffrey,Unknown,8,3,1,51.20,21612.76,1,1,Urban,Gov
4112,Julia,Wells,5,2,0,67.00,51195.27,1,5,Suburban,Public
4113,Stefanie,Unknown,9,6,4,54.30,"$34,858",1,2, Suburb ,PVT
4114,,Vincent,13,7,5,45.10,,0,,n/a,Gov
4115,,Clarke,12,4,2,46.60,,0,0,Suburban,PUB
4116,Wendy,Bray,11,4,2,36.90,22680.66,0,0,suburban,Private
4117,Marie,Glenn,14,8,6,35.20,21941.02,1,1,Rural,unknown
4118,Madeline,Greer,10,8,5,37.00,8800.89,0,5,City,Public
4119,Clayton,Mills,11,5,2,47.30,19143.53,0,0,Urban,Public
4120,Cassie,Mendez,9,3,1,31.70,21641.91,0,0,Urban,Private
4121,Alexis,Bennett,14,5,3,48.20,,0,0,Suburban,Public
4122,Cindy,Cole,12,3,1,44.00,,1,2,Urban,Public
4123,,Hall,8,5,3,,27598.47,1,5,SUBURBAN,Governmental
4124,Alex,Reed,5,7,5,33.30,22722.21,1,1,urban,Private
4125,Andrea,Griffith,14,5,3,43.60,,1,5, Suburban ,Public
4127,Mark,Haynes,11,10,8,52.60,22755.58,1,3, SUB ,Public
4128,Lindsey,Gillespie,18,10,8,41.80,11189.88,1,1,Suburban,PUB
4129,Sophia,Garza,13,3,1,39.10,57094.69,1,5,Suburban,Public
4130,Francisco,Morgan,16,5,2,,,1,2,Suburb,International
4131,Brett,Olson,9,6,4,41.60,22919.86,1,1,Urban,PUB
4132,Kristen,Griffin,14,6,4,35.30,13803.23,,,SUB, Public 
4133,Jenna,Willis,11,4,2,55.50,47573.51,1,1,Urban,Priv
4134,Brenda,Hart,12,2,0,25.50,41183.79,1,2, Urban ,Public
4135,Thomas,Watts,18,3,1,40.10,83375.51,1,6,URBAN,Private
4136,Dale,Richmond,1,5,3,51.40,96528.42,1,12,unknown,Private
4137,Kelly,Chan,11,2,0,25.70,,,,Urban,Public
4138,Dakota,BRYAN,7,5,3,34.20,48400.37,1,2,SUB,Private
4139,Travis,Williamson,14,3,0,49.60,,0,4,Suburban,Public
4140,Jose,,8,5,3,,40215.13,1,4,Urban,Private
4141,Jenny,Frey,14,4,1,32.90,45607.0,1,4,N/A,private 
4142,Maurice,Gutierrez,5,5,3,38.00,38359.33,1,2,SUBURBAN,PUB
4143,Shelly,Richards,12,5,3,37.80,44364.87,1,4,Suburban,Private
4144,Ryan,Unknown,8,3,1,58.50,18804.5,0,0,Suburb,Public
4145,Kathleen,Everett,13,4,2,26.00,,,, SUB ,PUB
4146,Stanley,Nicholson,10,6,3,50.10,32951.83,1,3,Rural,Private
4147,Jennifer,Washington,9,5,3,53.00,18408.17,0,0,?,Public
4148,Gavin,Watkins,9,6,4,45.80,,1,12,Sub-urban,International
4149,Lori,Roberson,7,4,2,26.20,19527.78,1,1, Urban ,Public
4150,Kaitlin,Baird,14,2,0,55.90,24113.82,0,0,Urban,Public
4151,Megan,  Hampton   ,7,2,0,39.70,15448.61,0,,rural, Public 
4152,Alexandria,,10,6,4,37.10,,0,,RURAL,Public
4153,Eduardo,Gibson,12,6,4,27.10,12759.14,,,Urban,Public
4154,Andre,Long,16,5,3,45.60,49100.23,1,4,Urban,PVT
4155,Shelby,May,10,2,0,24.70,,1,2,Rural,PUB
4156,Ronald,Reynolds,10,3,1,26.10,118873.43,1,8,Urban,private 
4158,Paige,Cain,1,5,3,19.90,approx 16.9k,0,0,Urban,private
4159,Lawrence,Bowman,6,4,2,46.10,37463.41,1,3,urban,  home-school  
4160,Jesus,Morris,9,2,0,,7676.74,0,0,Urban,Public
4161,Jaclyn,Wallace,8,4,2,56.80,21301.6,0,0,Suburban,Public
4162,Zachary,Hood,5,4,1,,26557 EGP,1,1,city,private 
4163,Jean,Mckinney,14,2,0,42.10,,1,2,city,Public
4164,Diana,Hudson,11,4,2,56.90,,0,-1,Rural,Public
4165,Jacob,Eaton,11,5,3,31.40,68824.34,1,2,Urban,Private
4166,Sandra,mays,8,7,5,66.20,28304.83,1,,SUBURBAN,Public
4168,Dorothy,Foster,12,4,2,53.60,,0,0,null,  Public  
4170,Darrell,Collins,99,6,4,43.80,22413.46,1,,SUB,  public  
4171,,Fowler,8,4,2,49.90,,0,0,Suburban,Public
4172,Gregory,Cervantes,11,6,4,42.90,9383.92,1,3,Rural,Public
4173,Christy,Sims,15,6,4,37.10,8613.84,0,0,Rural,Governmental
4174,Madison,Dillon,15,8,6,,9688.34,0,0,URB,Governmental
4175,Peter,Choi,15,8,6,31.60,42491.94,1,,Urban,  International  
4176,JOEL,Li,12,5,3,43.20,27673.25,1,4,Urban,PUB
4177,Rose,Hopkins,11,3,1,26.90,18200.08,,, SUBURBAN ,
4178,marie,Parker,45,3,1,43.60,43004.45,1,1,Urban,International
4179,Rachel,Carpenter,4,5,3,26.80,,1,2,Suburban,Gov
4180,Caroline,Vaughn,6,6,4,34.30,8192.97,,,Rural,Public
4181,Dennis,Vargas,10,3,1,37.60,"54,969.24",1,4,  Urban  ,PVT
4182,Stacey,FRANK,10,5,3,42.00,104273.64,1,1,  city  ,international
4183,Candice,Livingston,16,4,2,,37284.19,1,1,Suburban,Governmental
4184,Elizabeth,Lynn,15,3,1,50.60,38536.63,1,2,Urban,Public
4185,Jeffery,Harris,8,2,0,35.70,21589.83,0,0, city ,Public
4186,Brittany,Ball,13,3,1,36.10,21864.61,0,0, Urban ,  Homeschool  
4187,  Brandon   ,Ferguson,9,8,5,32.90,19438.25,1,2,Rural,HOMESCHOOL
4188,,Payne,13,9,7,43.50,54453.04,1,3, Suburban ,Homeschool
4189,,James,13,5,3,18.30,"$37,594",1,4,URB, Homeschool 
4190,Luis,Ingram,15,9,7,39.50,50356.19,1,3,City,private
4191,Cameron,avila,9,4,2,44.40,,1,2,Suburban,Public
4192,Zoe,Austin,14,2,0,26.90,41743.91,0,0,unknown,public
4193,Judith,Hurley,4,5,3,40.70,"11858,03",,,Rural,Public
4194,Eric,Rivera,15,5,3,58.00,27641.77,1,3,null,Public
4195,Javier,Lowe,10,5,3,43.30,24069.52,1,3, Rural ,n/a
4196,,Wells,10,4,2,38.90,19107.22,0,0,Suburban,Gov
4198,Mikayla,Livingston,9,6,4,44.80,31239.16,1,,suburban, Public 
4199,Jeffrey,Cunningham,15,3,0,54.70,23762.77,0,0,Suburban,Public
4200,Diane,Allen,9,3,1,37.70,32044.21,1,3,city,n/a
4201,Meredith,Rojas,13,3,1,61.90,approx 36.7k,1,3,Suburban,PVT
4202,Sophia,  Reese   ,11,3,1,45.60,52523.05,1,,unknown,PUB
4203,Norman,Johnson,14,2,0,52.60,42821.51,1,2,URBAN,PRIVATE
4204,Chase,Castillo,11,5,3,45.30,34288.57,0,0,Suburban,Public
4205,Kari,Tanner,7,2,0,53.50,22579.38,1,1,urban,Public
4206,Kari,Bowman,11,3,1,,24568.93,1,,Urban,Gov
4207,Wesley,Gray,16,5,3,,approx 38.2k,1,1,Urban,HS
4208,,Luna,12,4,1,32.60,24348.2,0,0,Urban,Priv
4209,Cathy,Murray,10,3,1,23.30,,1,, URBAN ,Public
4210,Unknown,,18,6,4,38.10,10953.46,0,0,Rural,public
4211,Tommy,Anthony,15,8,6,48.10,73949.84,1,3,Suburban, private  
4212,Alejandro,Terry,13,4,2,56.60,19082.42,1,1,Rural,Public
4213,Dwayne,Gamble,12,4,2,45.00,18405.46,1,1,Rural,-
4214,Jeff,Perry,13,5,3,19.90,22801.17,1,-3,  city  ,Public
4215,Ross,Anderson,13,3,1,41.80,73288.68,1,4,null,Private
4216,Joanna,Parker,3,8,6,35.40,14923.47,0,0,Urban,  Public  
4217,Jerry,Mcneil,12,5,3,37.10,11653.25,0,0,Rural,Public
4218,Heather,,10,3,1,50.90,40924.14,1,5,  Suburban  ,Governmental
4219,Justin,Chapman,9,4,1,37.90,33921.73,1,4,urban,Gov
4220,Noah,Fleming,10,4,2,50.40,21650.37,1,2,Urban,Gov
4221,Cassandra,Kelley,5,5,3,56.30,18930.92,0,0,Suburban,Public
4222,Steve,Phillips,4,2,0,,25336.72,0,0,URBAN,Public
4223,Stanley,Tanner,15,6,4,70.80,31450.71,1,3,Urban,public
4224,Becky,Lambert,19,6,4,53.40,40315.73,1,2,  Rural  ,PUB
4225,Allison,Mora,3,5,3,40.10,41474.71,0,0,Urban,Private
4226,Ana,Coleman,8,4,2,37.00,44928.8,1,1,Suburban,PUB
4227,Alexander,Gilmore,14,3,1,50.10,,0,0,Suburban,Public
4228,Lori,Watkins,9,2,0,60.00,39484.02,1,-2,Urban,Private
4229,travis,Castaneda,15,5,3,40.30,,0,0,Urban,  Public  
4230,Tom,Tran,14,3,1,57.70,32865.39,1,2,Urban,Gov
4231,Kristi,Grant,6,5,3,59.50,18304.06,1,1,RURAL,  Public  
4232,Penny,Parrish,10,2,0,,69687.71,1,7,SUBURBAN,Private
4233,Oscar,,9,3,1,63.30,70029.49,1,3,URB,private
4234,Sharon,Thompson,5,7,5,37.80,14881.26,0,0,Rural,Public
4235,Maria,French,5,2,0,36.30,,0,0,Urban,Public
4236,Desiree,Atkins,8,2,0,36.30,19257.76,1,2,URB,Public
4237,Brent,  Forbes   ,8,6,4,,25284.46,0,0,URB,Public
4238,Penny,Garrison,12,5,3,,52363.11,1,5,Sub-urban,International
4239,Daniel,LAWRENCE,14,4,2,,37354.14,1,2,Urban,  Public  
4240,  Kimberly   ,Valentine,12,6,4,,34026.83,1,8,Suburban,Gov
4241,Rodney,,13,2,0,,46451.49,1,1,,Private
4242,Walter,Castillo,10,5,2,36.40,,,, Suburban ,  public  
4243,Courtney,Baker,13,4,2,39.20,17326.93,1,5,Suburb,Public
4244,Mary,Mccarty,10,2,0,43.30,39581.93,1,3,Urban,private
4245,Gail,Boyer,9,5,3,37.50,19372.17,0,,Urban,Gov
4246,Vincent,Hicks,17,4,2,41.90,11053.2,0,0,Suburban,Homeschool
4247,Evelyn,Ho,3,2,0,43.80,16392.51,1,4,urban, PUB 
4248,Yvette,Roberson,4,7,5,50.60,53098.22,1,8,city,Public
4249,Sandra,Nicholson,12,4,2,35.30,20832.21,1,,  Sub-urban  ,PUBLIC
4250,SHEENA,Schwartz,10,5,3,36.60,28976 EGP,1,2,Sub-urban,PUBLIC
4251,Natasha,Medina,5,4,2,54.40,,0,0,Suburban,Public
4252,Kaitlin,Miller,7,5,3,50.70,"36,631.79",1,7,URBAN,Public
4253,Regina,Eaton,7,4,2,,approx 25.6k,0,0,  URB  ,  Public  
4254,Leon,Fitzgerald,14,4,2,,32709.11,1,2,suburban,International
4255,Heather,Holt,15,6,3,36.80,19676.2,0,,Suburb,-
4256,Rachel,Ingram,16,5,3,60.20,39236 EGP,1,8,Urban, Private 
4258,Unknown,Fry,6,3,1,59.70,"28,447.70",1,2,URB,Public
4259,Kevin,Petty,5,4,2,35.40,25605.85,1,3,Urban,  PUBLIC  
4260,Judy,Ferguson,15,7,5,43.30,17403.57,0,0, Rural ,HS
4261,Unknown,Landry,12,3,1,46.70,34664.99,1,,  Urban  ,Public
4262,Bailey,SMITH,11,5,3,43.00,19492.85,1,1,Suburban,Public
4263,Audrey,Vega,11,6,4,55.10,27839.47,1,-4,City, Governmental 
4264,Debbie,Cox,10,5,3,27.30,32944.1,1,3,Urban, PVT 
4265,Juan,melton,6,5,3,15.60,33834.22,1,4,suburban, Public 
4266,Stacy,Dixon,12,5,3,54.10,24542.29,1,2,  suburban  ,Public
4267,Erica,Thornton,10,4,2,40.70,18253.66,1,4,URB,Governmental
4268,Shelby,Joyce,6,4,2,,31180.55,1,5,city,  Public  
4269,Kellie,Wiggins,13,5,2,44.10,,1,6,City,PVT
4270,,Maxwell,9,7,5,27.30,14282.32,1,4,Urban,Public
4271,Jerry,  Spencer   ,11,10,8,37.70,,1,2,Suburban,Public
4272,Morgan,Herrera,10,7,5,38.60,20656.47,0,0, URB ,Public
4273,Tanya,Molina,14,5,3,38.00,26748.09,1,1,Urban,Public
4274,Jeff,Mullen,11,9,7,54.30,7644.16,1,,Suburban,PUB
4275,Pamela,Mora,7,10,8,48.00,23523.37,1,1,Rural,Public
4276,Tommy,Mcintosh,12,4,1,34.90,26892.63,1,3,Urban,PVT
4277,Oscar,Walter,12,3,1,31.00,,0,0,Unknown,PUBLIC
4278,Laurie,  Fuller   ,12,3,1,52.10,,0,0,Urban,Public
4279,Brittany,Fry,14,5,3,38.80,25202.0,1,2,Urban,international
4280,Ebony,Roman,8,6,4,42.20,11216.09,1,1,urban,PUB
4281,Jared,Hernandez,13,6,4,57.00,43641.06,1,7,Suburban,Public
4282,Joy,Malone,4,3,1,66.90,32950.38,1,2,Urban,Public
4283,Jon,Finley,10,6,4,,24909.49,1,3,  Rural  ,Public
4284,Sara,Copeland,10,5,3,50.50,,0,,Urban,Public
4285,Molly,Ruiz,16,6,4,42.30,21509.61,1,1,?,Public
4286,Gabriel,Baker,10,3,1,43.60,20674.29,0,2,Urban,Governmental
4287,Heather,Mcconnell,13,4,2,45.30,26746.05,0,0,URBAN,Private
4288,Marcus,Galvan,4,4,2,49.00,31071.82,0,-1,Suburb,public
4289,Jeanette,Pearson,9,3,1,65.00,28608.64,1,3,URBAN,PRIVATE
4290,Zachary,Brewer,7,2,0,47.10,39919.92,0,,Suburban,Gov
4291,Samuel,Randolph,18,4,2,55.00,27625.45,0,0,Suburban,PUB
4292,Corey,Chang,8,2,0,36.80,19836.53,0,0,Suburban,Private
4293,Megan,Freeman,11,6,3,45.60,27271.14,1,5,Village,private
4294,Emma,Mcguire,11,3,1,24.60,53077.54,1,3, Urban ,Public
4295,Keith,Atkinson,5,3,1,16.00,26854.21,0,0,Suburban,public
4296,Nathan,Strickland,9,5,3,72.90,53362.26,1,4,Suburban,Private
4297,Diane,Lowe,12,4,2,53.60,22482.83,0,0, Suburban ,Public
4298,Benjamin,Howe,11,5,3,33.70,23852.29,1,1,Suburban,-
4299,Andrew,Wilson,3,5,3,47.80,25652.81,0,0,Suburban,Public
4300,Alan,Oconnell,8,5,2,48.90,,0,,Rural,Public
4301,Javier,Stevenson,14,6,4,,25064.33,1,, urban ,Public
4302,Nichole,  Duncan   ,13,3,1,14.50,20066.92,0,0,Urban,public
4303,sonia,Mcdonald,15,4,1,26.80,17209.78,,,Urban,Public
4305,Jenna,Roy,15,4,2,36.40,49468.3,1,3,Suburban,INTERNATIONAL
4306,Kent,Barker,10,6,4,40.90,46528.06,1,4,urban,PUBLIC
4307,Kelli,Cooper,16,2,0,,36807.12,1,8,Urban,Public
4308,Paige,Preston,11,4,2,52.80,34099.67,1,4,Rural,PUBLIC
4309,Christine,Santos,3,6,4,41.90,17336.79,1,4,Rural,homeschool
4310,Kendra,Ramirez,14,6,4,31.10,,0,0,Suburban,Public
4311,Courtney,Wilson,9,3,1,38.60,24533.74,1,1,Urban,Homeschool
4312,Cody,Hudson,9,4,2,44.10,28757.0,1,2,NULL,Public
4313,Andrew,Holden,5,2,0,57.90,22430.29,0,,Urban,Private
4314,Alex,Tanner,16,2,0,39.00,41586.75,1,3,Urban,Gov
4315,Unknown,Graves,9,4,2,49.70,49739.11,1,4,Urban,Private
4316,Valerie,Johnston,16,8,6,27.40,9870.76,0,0,Suburban,?
4317,Lance,Yang,9,4,2,26.80,27446.58,0,,Urban,Public
4318,Kaylee,Ballard,7,4,2,54.90,6022.65,1,1,Urban,Gov
4319,Sheena,Trujillo,15,3,1,33.20,24334.11,1,3,Suburban,PRIVATE
4320,Cristina,Christensen,10,4,2,,28098.92,1,1,city,Governmental
4321,Brett,Preston,10,3,1,51.20,78977.27,1,5,Urban,NA
4322,Kaylee,Carroll,6,5,3,37.30,"66,966.07",1,2,city,private
4323,Kiara,Perkins,9,3,1,49.80,49651.94,1,5,Urban,Private
4324,Sheila,Sampson,12,3,0,,15095.37,0,0,SUBURBAN,Public
4325,Kimberly,Bautista,6,2,0,,16989.84,,,Urban,Public
4326,Bradley,Unknown,9,3,1,34.80,16271.5,1,,city,  Public  
4327,Linda,Ortiz,9,4,1,44.20,59257.02,1,,SUBURBAN,Governmental
4328,Joel,Floyd,11,4,2,50.90,,,,Suburban,  Public  
4329,Tara,Salazar,16,4,2,50.40,"20700,98",1,4, Sub-urban ,PUBLIC
4330,Darius,Knapp,9,6,4,,10458.05,1,1,Rural,Public
4331,Lawrence,Mcintosh,8,3,1,57.90,12810.3,0,0,SUBURBAN,PUB
4332,Lorraine,Alexander,18,2,0,48.40,35701.18,1,3,Urban,Public
4333,Steve,Fleming,9,2,0,24.30,27843.05,0,0,Suburban,  Homeschool  
4334,Alexis,Carr,10,5,3,36.40,"$8,747",0,-2,City,Governmental
4335,Alisha,Richardson,9,4,2,38.20,14529.49,0,0,Urban,Gov
